id,mode,reel_index,position_index,is_bust,is_jackpot,is_free_spin_stock,reward_type,reward_name,reward_id,amount,is_active
6a66a55a-5958-4148-9a84-e6817893b4c7,free,1,8,false,false,false,coin,コイン+50,,50.00,true
636b1867-d701-4f74-880b-ad89f995e682,free,1,9,false,false,false,coin,コイン+30,,30.00,true
d6cf9d8f-6357-4908-b37e-245ef98ae687,free,1,10,false,false,false,coin,コイン+10,,10.00,true
99d03c55-9360-43f7-82f2-198247f0691c,free,2,1,false,false,false,multiplier,倍率+0.1,,0.10,true
315e0e24-8675-4290-bbfa-8d52c5d10391,free,2,2,false,false,true,multiplier,倍率+0.2,,0.20,true
88a3af18-1056-4b6f-8fd3-3dcad18328a6,free,2,3,false,false,false,multiplier,倍率+0.3,,0.30,true
9e5bbf6c-c812-40a4-8e5f-4dcebf35fdbb,free,2,4,false,false,false,multiplier,倍率+0.4,,0.40,true
9d202b15-6337-494c-9f1b-03c37906f65e,free,2,5,false,false,false,multiplier,倍率+0.5,,0.50,true
faf3b031-cd18-4189-a6b0-e1b9f5b148ef,free,2,6,false,false,false,mangan_ticket,満願符+0.1,,0.10,true
c0ee90ae-d812-40fa-b8e8-827cf14cd09a,free,2,7,false,false,false,gacha_ticket,祈願符+0.2,,0.20,true
bfc103f1-2604-4584-bd6e-f39cded489ee,free,2,8,false,false,false,coin,コイン+50,,50.00,true
fd309f55-b0b6-4799-a359-d788a1616414,free,2,9,false,false,false,coin,コイン+30,,30.00,true
a54c1b55-31e3-47b7-8626-2cc40ada8099,free,2,10,false,false,false,coin,コイン+10,,10.00,true
b0c24835-700b-4383-9a35-ef43991a9d47,free,3,1,false,false,false,multiplier,倍率+0.1,,0.10,true
cd2a56ee-1640-4ea1-88de-4598fec479de,free,3,2,false,false,false,multiplier,倍率+0.2,,0.20,true
e8e8ac97-ce0c-4efc-bf54-772b6963df6e,free,3,3,false,false,true,multiplier,倍率+0.3,,0.30,true
cd3cf54a-d005-4ddf-a87f-19d51d861120,free,3,4,false,false,false,multiplier,倍率+0.4,,0.40,true
356db326-c7cd-4530-bf7a-3e720dafab8a,free,3,5,false,false,false,multiplier,倍率+0.5,,0.50,true
f61a50ab-4483-4f12-8511-9ce28bb260c4,free,3,6,false,false,false,mangan_ticket,満願符+0.1,,0.10,true
b076dd0b-3e43-4600-aa07-283cb429a2ba,free,3,7,false,false,false,gacha_ticket,祈願符+0.2,,0.20,true
39839598-eac4-410e-ae06-562ee9226ce1,free,3,8,false,false,false,coin,コイン+50,,50.00,true
22b49fea-2870-4a35-823c-1a397d005101,free,3,9,false,false,false,coin,コイン+30,,30.00,true
425898de-c54d-483d-bd31-48d279964656,free,3,10,false,false,false,coin,コイン+10,,10.00,true
4a7520b8-b1d4-48e8-97be-99483b63118d,free,4,1,false,false,false,multiplier,倍率+0.1,,0.10,true
c1ef318b-b0c9-414c-992f-a3d021c70380,free,4,2,false,false,false,multiplier,倍率+0.2,,0.20,true
9f6d42bd-798a-4f74-99bb-865282422c1d,free,4,3,false,false,false,multiplier,倍率+0.3,,0.30,true
48fd1bf6-0686-438c-937c-149616b8faae,free,4,4,false,false,true,multiplier,倍率+0.4,,0.40,true
62c82b3a-5f3f-4edc-87f6-7bb4f58901ee,free,4,5,false,false,false,multiplier,倍率+0.5,,0.50,true
7acda96b-7844-49f3-a960-145eb3ff9b66,free,4,6,false,false,false,mangan_ticket,満願符+0.1,,0.10,true
ed1cbd65-b86d-48b3-be8f-96b4dd4aedf8,free,4,7,false,false,false,gacha_ticket,祈願符+0.2,,0.20,true
c303d968-7813-45ac-94ec-839af150c0e9,free,4,8,false,false,false,coin,コイン+50,,50.00,true
737ed476-29be-43c4-9c91-bcaf4a72355d,free,4,9,false,false,false,coin,コイン+30,,30.00,true
c1d69030-b247-455b-ae4e-daa2266d196c,free,4,10,false,false,false,coin,コイン+10,,10.00,true
a583da1e-4307-4f15-b02f-315cea6cb2dc,free,5,1,false,false,false,multiplier,倍率+0.1,,0.10,true
7486c162-5c74-4c0d-a471-464c8d3be4b1,free,5,2,false,false,false,multiplier,倍率+0.2,,0.20,true
d72d0660-2476-419d-a8df-137e61ba53f2,free,5,3,false,false,false,multiplier,倍率+0.3,,0.30,true
0e7b4761-6a40-4f8d-b3ec-f8b1ac28f442,free,5,4,false,false,false,multiplier,倍率+0.4,,0.40,true
757d77e6-451f-461e-8ab4-741d95e5faf8,free,5,5,false,false,true,multiplier,倍率+0.5,,0.50,true
a552c9d3-0a64-48e7-8a64-a8f62a0e31ef,free,5,6,false,false,false,mangan_ticket,満願符+0.1,,0.10,true
257fd0fa-f13f-407a-9eda-39d8635cbb4f,free,5,7,false,false,false,gacha_ticket,祈願符+0.2,,0.20,true
6dc7c8ac-148f-4503-b571-6c021bcee900,free,5,8,false,false,false,coin,コイン+50,,50.00,true
5a091709-ab9d-4f46-977e-8afb1fec1ac5,free,5,9,false,false,false,coin,コイン+30,,30.00,true
6e041b79-ff4f-42af-bd5f-b9041a52906f,free,5,10,false,false,false,coin,コイン+10,,10.00,true
420913ad-c0ef-45de-8944-918c171fd53a,free,6,1,false,false,true,multiplier,倍率+0.1,,0.10,true
500c5096-cc53-41e6-a60c-7cefba4d20c5,free,6,2,false,false,false,multiplier,倍率+0.2,,0.20,true
df1590ee-fe5b-473c-8b0d-64b8aa20f407,free,6,3,false,false,false,multiplier,倍率+0.3,,0.30,true
e5779a9b-8db8-4551-bbce-77f430b3a87b,free,6,4,false,false,false,multiplier,倍率+0.4,,0.40,true
3857d863-ab8b-4464-865a-0d6dad7503de,free,6,5,false,false,false,multiplier,倍率+0.5,,0.50,true
353fa3a4-de7f-4acc-a310-2a524174bebc,free,6,6,false,false,false,multiplier,倍率+0.6,,0.60,true
c17f0b99-b2ab-4a0b-b173-51a17c6dbfd8,free,6,7,false,false,false,multiplier,倍率+0.7,,0.70,true
dfb5e6e9-ee77-4437-ba6d-54ed62c983e5,free,6,8,false,false,false,multiplier,倍率+0.8,,0.80,true
b706e949-c09b-4492-b724-5745584c1256,free,6,9,false,false,false,multiplier,倍率+0.9,,0.90,true
6875472d-708d-479a-a904-f9da25a67e0f,free,6,10,false,false,false,multiplier,倍率+1,,1.00,true
15785e42-4b3e-4f71-83c1-c067c00ba193,free,7,1,false,false,false,mangan_ticket,満願符+0.3,,0.30,true
f67d9ddd-35a7-4129-93ca-65344c1f9834,free,7,2,false,false,false,mangan_ticket,満願符+0.1,,0.10,true
efebe808-dad3-4113-847c-c782d691f10f,free,7,3,false,false,true,gacha_ticket,祈願符+1,,1.00,true
396ac530-d736-40ff-bd0f-6ad03e840462,free,7,4,false,false,false,gacha_ticket,祈願符+0.7,,0.70,true
b6ddfc81-8a7a-4c3c-9a4d-fe08f5df7d8d,free,7,5,false,false,false,gacha_ticket,祈願符+0.5,,0.50,true
fc0991e4-5daf-42fc-8c03-ff8ac96fdfa9,free,7,6,false,false,false,gacha_ticket,祈願符+0.2,,0.20,true
6c081840-7f81-4fb1-a21b-9d2a0141e67b,free,7,7,false,false,false,coin,コイン+100,,100.00,true
5871b629-e3e5-434e-95e9-6a731b3ae296,free,7,8,false,false,false,coin,コイン+50,,50.00,true
381e2ed5-f6ed-46b6-ab02-15f04d239e97,free,7,9,false,false,false,coin,コイン+30,,30.00,true
16031f68-9061-4693-b2a1-bb8c35300826,free,7,10,false,false,false,coin,コイン+10,,10.00,true
