id,reel_index,position_index,is_bust,is_jackpot,reward_type,reward_name,reward_id,amount,is_active,created_at,updated_at
979233c0-0208-49b1-83a0-146c1ab18380,6,3,false,false,gacha_ticket,祈願符 +2,,2.00,true,2026-02-23 13:12:47.009977+00,2026-02-23 13:12:47.009977+00
e4e85997-f95f-4661-a3a6-42a1541415cf,6,4,false,false,coin,コイン+300,,300.00,true,2026-02-23 13:12:47.009977+00,2026-02-23 13:12:47.009977+00
966c4951-9f00-4795-93df-9b9b31f72e09,6,5,true,false,,,,0.00,true,2026-02-23 13:12:47.009977+00,2026-02-23 13:12:47.009977+00
2ea350cc-db5c-424b-8a63-845e171cc987,6,6,true,false,,,,0.00,true,2026-02-23 13:12:47.009977+00,2026-02-23 13:12:47.009977+00
b88e88ed-fd31-4a88-bf0d-b470be85356b,6,7,true,false,,,,0.00,true,2026-02-23 13:12:47.009977+00,2026-02-23 13:12:47.009977+00
05a7fb58-8c4c-4c69-8ceb-cb5bdb3e39c5,6,8,true,false,,,,0.00,true,2026-02-23 13:12:47.009977+00,2026-02-23 13:12:47.009977+00
a1930f2f-2cd2-4e77-86c0-4cbf8fa778b8,6,9,true,false,,,,0.00,true,2026-02-23 13:12:47.009977+00,2026-02-23 13:12:47.009977+00
1f175e4e-969c-4dd2-8dbc-207682f9097d,6,10,true,false,,,,0.00,true,2026-02-23 13:12:47.009977+00,2026-02-23 13:12:47.009977+00
683ce095-39f0-46ba-af14-b53902a79660,7,1,false,true,mangan_ticket,満願符 +3,,3.00,true,2026-02-23 13:12:47.009977+00,2026-02-23 13:12:47.009977+00
dce4f017-28f9-4f5e-8fcc-676a77ca8572,7,2,false,true,mangan_ticket,満願符 +2,,2.00,true,2026-02-23 13:12:47.009977+00,2026-02-23 13:12:47.009977+00
ebe35af2-014e-42c9-a36e-48416471ef13,7,3,false,true,gacha_ticket,祈願符 +5,,5.00,true,2026-02-23 13:12:47.009977+00,2026-02-23 13:12:47.009977+00
a1f734dc-f6e8-4427-aec2-f8a295279ca5,7,4,true,false,,,,0.00,true,2026-02-23 13:12:47.009977+00,2026-02-23 13:12:47.009977+00
1b5cdb7c-9f2d-47c5-8c0f-85cb59c3aaa0,7,5,true,false,,,,0.00,true,2026-02-23 13:12:47.009977+00,2026-02-23 13:12:47.009977+00
98da1df3-1d78-4519-ae2e-5f5d21ff9367,7,6,true,false,,,,0.00,true,2026-02-23 13:12:47.009977+00,2026-02-23 13:12:47.009977+00
fda8600d-6e66-4fb7-928b-483f5baf7c50,7,7,true,false,,,,0.00,true,2026-02-23 13:12:47.009977+00,2026-02-23 13:12:47.009977+00
3c91e0bd-a24d-4230-b33a-aea5fc0336a8,7,8,true,false,,,,0.00,true,2026-02-23 13:12:47.009977+00,2026-02-23 13:12:47.009977+00
24c2567e-2a66-4490-85b6-84f0a6312b29,7,9,true,false,,,,0.00,true,2026-02-23 13:12:47.009977+00,2026-02-23 13:12:47.009977+00
a6c37328-6692-4389-bf8d-c966cd497182,7,10,true,false,,,,0.00,true,2026-02-23 13:12:47.009977+00,2026-02-23 13:12:47.009977+00
